code,code_name,ipoDate,outDate,type,status
of.159957,华夏创业板ETF,2017-12-08,,5,1
of.159958,工银瑞信创业板ETF,2017-12-25,,5,1
of.159959,银华中证央企结构调整ETF,2018-10-22,,5,1
of.159960,平安港股通恒生中国企业ETF,2018-09-21,,5,1
of.159961,方正富邦深证100ETF,2018-11-02,,5,1
of.159962,华夏中证四川国改ETF,2019-03-06,,5,1
of.159964,平安创业板ETF,2019-03-15,,5,1
of.159965,国联央视财经50ETF,2019-03-19,,5,1
of.159966,华夏创业板低波价值ETF,2019-06-14,,5,1
of.159967,华夏创成长ETF,2019-06-21,,5,1
of.159968,博时中证500ETF,2019-08-01,,5,1
of.159969,银华深证100ETF,2019-06-28,,5,1
of.159970,工银瑞信深证100ETF,2019-12-19,,5,1
of.159971,富国创业板ETF,2019-06-11,,5,1
of.159972,鹏华中证5年期地方政府债ETF,2019-08-23,,5,1
of.159973,弘毅远方国证民企领先100ETF,2019-07-16,,5,1
of.159974,富国央企创新ETF,2019-09-20,,5,1
of.159975,招商深证100ETF,2019-11-07,,5,1
of.159976,工银瑞信粤港澳大湾区创新100ETF,2019-11-01,,5,1
of.159977,天弘创业板ETF,2019-09-12,,5,1
of.159978,建信中证沪港深粤港澳大湾区发展主题ETF,2020-03-06,,5,1
of.159979,广发粤港澳大湾区创新100ETF,2019-12-16,,5,1
of.159980,大成有色金属期货ETF,2019-10-24,,5,1
of.159981,建信能源化工期货ETF,2019-12-13,,5,1
of.159982,鹏华中证500ETF,2019-11-21,,5,1
of.159983,华夏粤港澳大湾区创新100ETF,2020-02-25,,5,1
of.159984,南方粤港澳大湾区ETF,2019-11-29,,5,1
of.159985,华夏饲料豆粕期货ETF,2019-09-24,,5,1
of.159986,弘毅远方国证消费100ETF,2019-12-19,,5,1
of.159987,银华中证研发创新100ETF,2019-11-01,2024-09-03,5,0
of.159988,平安中债-0-5年地方政府债ETF,2020-04-29,,5,1
of.159990,银华巨潮小盘价值ETF,2019-12-06,2024-07-17,5,0
of.159991,招商创业板大盘ETF,2020-03-20,,5,1
of.159992,银华中证创新药产业ETF,2020-03-20,,5,1
of.159993,鹏华国证证券龙头ETF,2019-12-26,,5,1
of.159994,银华中证5G通信主题ETF,2020-01-22,,5,1
of.159995,华夏国证半导体芯片ETF,2020-01-20,,5,1
of.159996,国泰中证全指家用电器ETF,2020-02-27,,5,1
of.159997,天弘中证电子ETF,2020-02-27,,5,1
of.159998,天弘中证计算机主题ETF,2020-03-20,,5,1
of.159999,永赢中证500ETF,2020-07-14,,5,1
of.510010,交银上证180公司治理ETF,2009-09-25,,5,1
of.510020,博时上证超大盘ETF,2009-12-29,,5,1
of.510030,上证180价值ETF,2010-04-23,,5,1
of.510040,鹏华上证180ETF,2024-12-25,,5,1
of.510050,华夏上证50ETF,2004-12-30,,5,1
of.510060,工银上证央企ETF,2009-08-26,,5,1
of.510090,建信上证社会责任ETF,2010-05-28,,5,1
of.510100,易方达上证50ETF,2019-09-06,,5,1
of.510110,海富通上证周期ETF,2010-09-19,,5,1
of.510120,海富通上证非周期ETF,2011-04-22,,5,1
of.510130,易方达上证中盘ETF,2010-03-29,,5,1
of.510150,招商上证消费80ETF,2010-12-08,,5,1
of.510160,中证南方小康产业指数ETF,2010-08-27,,5,1
of.510170,国联安上证商品ETF,2010-11-26,,5,1
of.510180,华安上证180ETF,2006-04-13,,5,1
of.510190,华安上证50ETF,2010-11-18,,5,1
of.510200,汇安上证证券ETF,2020-04-09,,5,1
of.510210,上证综指ETF,2011-01-30,,5,1
of.510220,华泰柏瑞上证中小盘ETF,2011-01-26,,5,1
of.510230,国泰上证180金融ETF,2011-03-31,,5,1
of.510270,中银上证国企100ETF,2011-06-16,,5,1
of.510290,南方上证380ETF,2011-09-16,,5,1
of.510300,华泰柏瑞沪深300ETF,2012-05-04,,5,1
of.510310,易方达沪深300ETF,2013-03-06,,5,1
of.510330,华夏沪深300ETF,2012-12-25,,5,1
of.510350,工银沪深300ETF,2019-05-20,,5,1
of.510360,广发沪深300ETF,2015-08-20,,5,1
of.510370,兴业沪深300ETF,2020-09-11,,5,1
of.510380,国寿安保沪深300ETF,2018-01-19,,5,1
of.510390,平安沪深300ETF,2017-12-25,,5,1
of.510410,博时上证自然资源ETF,2012-04-10,,5,1
of.510440,大成中证500沪市ETF,2012-08-24,,5,1
of.510500,南方中证500ETF,2013-02-06,,5,1
of.510510,广发中证500ETF,2013-04-11,,5,1
of.510530,工银中证500ETF,2019-10-17,,5,1
of.510550,方正富邦中证500ETF,2018-11-30,,5,1
of.510560,国寿安保中证500ETF,2015-05-29,,5,1
of.510570,兴业中证500ETF,2020-06-30,,5,1
of.510580,易方达中证500ETF,2015-08-27,,5,1
of.510590,平安中证500ETF,2018-03-23,,5,1
of.510600,申万菱信上证50ETF,2018-09-03,,5,1
of.510630,华夏消费ETF,2013-03-28,,5,1
of.510650,上证金融地产发起式ETF,2013-03-28,,5,1
of.510660,华夏医药ETF,2013-03-28,,5,1
of.510680,万家上证50ETF,2013-10-31,,5,1
of.510710,博时上证50ETF,2015-05-27,,5,1
of.510720,国泰上证国有企业红利ETF,2024-04-30,,5,1
of.510760,国泰上证综合交易ETF,2020-08-21,,5,1
of.510770,申万菱信上证G60战略新兴产业成份ETF,2021-09-16,,5,1
of.510800,建信上证50ETF,2017-12-22,,5,1
of.510810,汇添富中证上海国企ETF,2016-07-28,,5,1
of.510850,工银瑞信上证50ETF,2018-12-07,,5,1
of.510880,华泰柏瑞上证红利ETF,2006-11-17,,5,1
of.510900,易方达恒生国企(QDII-ETF),2012-08-09,,5,1
of.510950,广发上证50ETF,2024-04-24,,5,1
of.510980,汇添富上证综合ETF,2023-11-22,,5,1
of.510990,工银瑞信中证180ESGETF,2021-06-18,,5,1
of.511010,国泰上证5年期国债ETF,2013-03-05,,5,1
of.511020,平安5-10年期国债活跃券ETF,2018-12-21,,5,1
of.511030,平安中高等级公司债利差因子ETF,2018-12-27,,5,1
of.511060,海富通上证5年期地方政府债ETF,2019-11-07,,5,1
of.511070,南方上证基准做市公司债ETF,2025-01-13,,5,1
of.511090,鹏扬中债-30年期国债ETF,2023-05-19,,5,1
of.511100,华夏上证基准做市国债ETF,2023-12-13,,5,1
of.511110,易方达上证基准做市公司债ETF,2025-01-16,,5,1
of.511130,博时上证30年期国债ETF,2024-03-20,,5,1
of.511160,国债ETF东财,2024-12-20,,5,1
of.511180,海富通上证投资级可转债ETF,2020-07-13,,5,1
of.511190,海富通上证基准做市公司债ETF,2025-01-16,,5,1
of.511200,华夏上证基准做市公司债ETF,2025-01-16,,5,1
of.511220,海富通上证城投债ETF,2014-11-13,,5,1
of.511260,国泰上证10年期国债ETF,2017-08-04,,5,1
of.511270,海富通上证10年期地方政府债ETF,2018-10-12,,5,1
of.511310,富国中证10年期国债ETF,2018-03-19,,5,1
of.511360,海富通中证短融ETF,2020-08-03,,5,1
of.511380,博时可转债ETF,2020-03-06,,5,1
of.511520,富国中债7-10年政策性金融债ETF,2022-08-19,,5,1
of.511580,招商中证国债及政策性金融债0-3年ETF,2022-09-15,,5,1
of.511600,华安日日鑫货币H,2016-08-30,,5,1
of.511620,国泰瞬利货币A,2017-08-04,,5,1
of.511650,华夏快线货币ETFE,2016-12-29,,5,1
of.511660,建信现金添益货币H,2016-09-02,,5,1
of.511670,华泰紫金天天金货币ETFA,2017-08-11,,5,1
of.511690,大成添益交易型货币E,2016-09-29,,5,1
of.511700,平安交易型货币E,2016-09-23,,5,1
of.511770,金鹰增益货币E,2017-03-20,,5,1
of.511800,易方达货币E,2014-11-24,,5,1
of.511810,南方理财金交易型货币H,2014-12-05,,5,1
of.511820,鹏华添利交易型货币B,2016-01-29,,5,1
of.511830,华泰柏瑞交易货币A,2015-07-14,,5,1
of.511850,招商财富宝交易型货币E,2016-06-30,,5,1
of.511860,博时保证金货币ETFA,2014-11-25,,5,1
of.511880,银华日利A,2013-04-01,,5,1
of.511900,富国收益宝交易型货币H,2015-11-24,,5,1
of.511910,融通易支付货币E,2016-06-20,,5,1
of.511920,广发货币E,2016-03-14,,5,1
of.511930,国联日盈A,2015-11-30,,5,1
of.511950,广发添利货币A,2016-11-22,,5,1
of.511960,嘉实快线货币H,2015-12-28,,5,1
of.511970,国寿安保货币E,2016-07-04,,5,1
of.511980,汇添富添富通货币E,2015-10-16,,5,1
of.511990,华宝添益A,2012-12-27,,5,1
of.512000,华宝中证全指证券公司ETF,2016-08-30,,5,1
of.512010,易方达沪深300医药ETF,2013-09-23,,5,1
of.512020,鹏华中证A500ETF,2024-11-21,,5,1
of.512040,富国中证价值ETF,2018-11-07,,5,1
of.512050,华夏中证A500ETF,2024-11-08,,5,1
of.512070,易方达沪深300非银ETF,2014-06-26,,5,1
of.512080,中金中证A500ETF,2025-01-14,,5,1
of.512090,易方达MSCI中国A股国际通ETF,2018-05-17,,5,1
of.512100,南方中证1000ETF,2016-09-29,,5,1
of.512120,华安中证细分医药ETF,2013-12-04,,5,1
of.512150,富时中国A50ETF,2018-12-21,,5,1
of.512160,南方MSCI中国A股国际通ETF,2018-04-03,,5,1
of.512170,华宝中证医疗ETF,2019-05-20,,5,1
of.512180,建信MSCI中国A股国际通ETF,2018-04-19,,5,1
of.512190,浙商汇金中证浙江凤凰行动50ETF,2019-08-05,,5,1
of.512200,南方中证房地产ETF,2017-08-25,,5,1
of.512220,景顺长城中证科技传媒通信150ETF,2014-07-18,,5,1
of.512240,鹏华中证A50ETF,2025-03-26,,5,1
of.512260,华安中证500低波ETF,2018-11-30,,5,1
of.512280,景顺长城MSCI中国A股国际通ETF,2018-04-27,,5,1
of.512290,国泰中证生物医药ETF,2019-04-18,,5,1
of.512320,工银MSCI中国ETF,2020-06-29,,5,1
of.512330,南方中证500信息技术ETF,2015-06-29,,5,1
of.512360,平安MSCI中国A股国际ETF,2018-06-15,,5,1
of.512380,银华MSCI中国A股ETF,2019-03-19,,5,1
of.512390,平安MSCI中国A股低波动ETF,2018-06-07,,5,1
of.512400,南方中证申万有色金属ETF,2017-08-03,,5,1
of.512480,国联安半导体ETF,2019-05-08,,5,1
of.512500,华夏中证500ETF,2015-05-05,,5,1
of.512510,华泰柏瑞中证500ETF,2015-05-13,,5,1
of.512520,华泰柏瑞MSCI中国A股国际通ETF,2018-04-26,,5,1
of.512530,建信沪深300红利ETF,2019-08-23,,5,1
of.512550,嘉实富时中国A50ETF,2017-07-03,,5,1
of.512560,易方达中证军工ETF,2017-07-14,,5,1
of.512570,易方达中证全指证券公司ETF,2017-07-27,,5,1
of.512580,广发中证环保ETF,2017-01-25,,5,1
of.512590,浦银安盛中证高股息ETF,2019-01-29,,5,1
of.512600,嘉实中证主要消费ETF,2014-06-13,,5,1
of.512610,嘉实中证医药卫生ETF,2014-06-13,,5,1
of.512640,嘉实中证金融地产ETF,2014-06-20,,5,1
of.512650,添富中证长三角ETF,2019-07-26,,5,1
of.512660,国泰中证军工ETF,2016-07-26,,5,1
of.512670,鹏华中证国防ETF,2019-07-05,,5,1
of.512680,广发中证军工ETF,2016-08-30,,5,1
of.512690,鹏华中证酒ETF,2019-04-04,,5,1
of.512700,南方中证银行ETF,2017-06-28,,5,1
of.512710,富国中证军工龙头ETF,2019-07-23,,5,1
of.512720,国泰中证计算机主题ETF,2019-07-11,,5,1
of.512730,鹏华中证银行ETF,2019-12-19,,5,1
of.512750,嘉实中证锐联基本面50ETF,2019-05-23,,5,1
of.512760,国泰CES芯片ETF,2019-05-16,,5,1
of.512770,华夏战略新兴成指ETF,2018-07-13,,5,1
of.512780,广发中证京津冀协同发展主题ETF,2018-04-19,,5,1
of.512800,华宝中证银行ETF,2017-07-18,,5,1
of.512810,华宝中证军工ETF,2016-08-05,,5,1
of.512820,汇添富中证银行ETF,2018-10-23,,5,1
of.512870,南华中证杭州湾区ETF,2018-12-14,,5,1
of.512880,国泰中证全指证券公司ETF,2016-07-26,,5,1
of.512890,华泰柏瑞中证红利低波ETF,2018-12-19,,5,1
of.512900,南方中证全指证券公司ETF,2017-03-10,,5,1
of.512910,广发中证A100ETF,2019-05-27,,5,1
of.512920,新华MSCI中国A股国际ETF,2018-11-07,,5,1
of.512930,平安人工智能ETF,2019-07-12,,5,1
of.512950,华夏中证央企ETF,2018-10-19,,5,1
of.512960,博时央企结构调整ETF,2018-10-19,,5,1
of.512970,平安粤港澳大湾区发展主题ETF,2019-09-23,,5,1
of.512980,广发中证传媒ETF,2017-12-27,,5,1
of.512990,华夏MSCI中国A股国际通ETF,2015-02-12,,5,1
of.513000,易方达日兴资管日经225ETF(QDII),2019-06-12,,5,1
of.513010,易方达恒生科技ETF(QDII),2021-05-18,,5,1
of.513020,国泰中证港股通科技ETF,2022-01-19,,5,1
of.513030,华安德国(DAX)ETF(QDII),2014-08-08,,5,1
of.513040,易方达中证港股通互联网ETF,2023-05-31,,5,1
of.513050,易方达中证海外中国互联网50(QDII-ETF),2017-01-04,,5,1
of.513060,博时恒生医疗保健(QDII-ETF),2021-03-18,,5,1
of.513070,易方达中证港股通消费主题ETF,2022-03-14,,5,1
of.513080,华安法国CAC40ETF(QDII),2020-05-29,,5,1
of.513090,易方达中证香港证券投资主题ETF,2020-03-13,,5,1
of.513100,国泰纳斯达克100(QDII-ETF),2013-04-25,,5,1
of.513110,华泰柏瑞纳斯达克100ETF(QDII),2023-03-01,,5,1
of.513120,广发中证香港创新药(QDII-ETF),2022-07-01,,5,1
of.513130,华泰柏瑞南方东英恒生科技(QDII-ETF),2021-05-24,,5,1
of.513140,华泰柏瑞中证香港300金融服务ETF(QDII),2022-12-26,,5,1
of.513150,华泰柏瑞中证港股通科技ETF,2022-01-25,,5,1
of.513160,银华恒生港股通中国科技ETF,2022-01-17,,5,1
of.513170,鹏华恒生中国央企(QDII),2024-04-10,,5,1
of.513180,华夏恒生科技ETF(QDII),2021-05-18,,5,1
of.513190,华夏中证港股通内地金融ETF,2023-09-25,,5,1
of.513200,易方达中证港股通医药卫生综合ETF,2022-01-19,,5,1
of.513210,易方达恒生ETF(QDII),2024-04-10,,5,1
of.513220,招商中证全球中国互联网ETF(QDII),2022-07-04,,5,1
of.513230,华夏中证港股通消费主题ETF,2022-01-12,,5,1
of.513260,汇添富恒生科技ETF(QDII),2022-08-31,,5,1
of.513280,汇添富恒生生物科技ETF(QDII),2022-07-05,,5,1
of.513290,汇添富纳斯达克生物科技ETF,2022-08-15,,5,1
of.513300,华夏纳斯达克100ETF(QDII),2020-10-22,,5,1
of.513310,华泰柏瑞中韩半导体ETF(QDII),2022-11-02,,5,1
of.513320,易方达恒生港股通新经济ETF,2022-03-03,,5,1
of.513330,华夏恒生互联网科技业ETF(QDII),2021-01-26,,5,1
of.513350,富国标普石油天然气勘探及生产精选行业ETF(QDII),2023-11-20,,5,1
of.513360,博时全球中国教育(QDII-ETF),2021-06-08,,5,1
of.513380,广发恒生科技(QDII-ETF),2022-04-27,,5,1
of.513390,博时纳斯达克100ETF,2023-04-19,,5,1
of.513400,鹏华道琼斯工业平均ETF(QDII),2024-01-17,,5,1
of.513500,博时标普500ETF(QDII),2013-12-05,,5,1
of.513520,华夏野村日经225ETF(QDII),2019-06-12,,5,1
of.513530,华泰柏瑞中证港股通高股息投资ETF(QDII),2022-04-08,,5,1
of.513550,华泰柏瑞中证港股通50ETF,2020-12-30,,5,1
of.513560,兴银中证港股通科技ETF,2023-01-31,,5,1
of.513580,华安恒生科技(QDII-ETF),2021-05-20,,5,1
of.513590,鹏华中证港股通消费主题ETF,2021-08-03,,5,1
of.513600,南方恒指ETF,2014-12-23,,5,1
of.513630,摩根标普港股通低波红利ETF,2023-11-23,,5,1
of.513650,南方标普500ETF(QDII),2023-03-23,,5,1
of.513660,华夏沪港通恒生ETF,2014-12-23,,5,1
of.513680,建信港股通恒生中国企业ETF,2018-12-13,,5,1
of.513690,博时恒生高股息ETF,2021-05-11,,5,1
of.513700,鹏华中证港股通医药卫生综合交易ETF,2021-07-13,,5,1
of.513730,华泰柏瑞南方东英新交所泛东南亚科技ETF(QDII),2023-11-15,,5,1
of.513750,广发中证港股通非银ETF,2023-11-10,,5,1
of.513770,华宝中证港股通互联网ETF,2022-02-09,,5,1
of.513780,景顺长城中证港股通创新药ETF,2024-10-16,,5,1
of.513800,南方顶峰TOPIX(ETF-QDII),2019-06-12,,5,1
of.513810,华夏中证香港内地国有企业ETF(QDII),2023-08-21,,5,1
of.513820,汇添富中证港股通高股息投资ETF,2024-04-24,,5,1
of.513830,嘉实中证港股通高股息投资ETF,2025-02-26,,5,1
of.513850,易方达MSCI美国50ETF(QDII),2023-11-06,,5,1
of.513860,海富通中证港股通科技ETF,2021-06-17,,5,1
of.513870,富国纳斯达克100ETF(QDII),2023-10-25,,5,1
of.513880,华安日经225ETF(QDII),2019-06-12,,5,1
of.513890,摩根恒生科技ETF(QDII),2021-12-17,,5,1
of.513900,华安CES港股通精选100ETF,2018-04-27,,5,1
of.513910,华夏中证港股通央企红利ETF,2024-02-07,,5,1
of.513920,华安恒生港股通中国央企红利ETF,2023-12-20,,5,1
of.513950,富国恒生港股通高股息低波动ETF(QDII),2023-04-19,,5,1
of.513960,博时中证港股通消费主题ETF,2022-03-03,,5,1
of.513970,景顺长城恒生消费ETF(QDII),2023-04-12,,5,1
of.513980,景顺长城中证港股通科技ETF,2021-06-21,,5,1
of.513990,招商上证港股通ETF,2020-08-03,,5,1
of.515000,华宝中证科技龙头ETF,2019-07-22,,5,1
of.515010,华夏中证全指证券公司ETF,2019-09-17,,5,1
of.515020,华夏中证银行ETF,2019-10-24,,5,1
of.515030,华夏中证新能源汽车ETF,2020-02-20,,5,1
of.515050,华夏中证5G通信主题ETF,2019-09-17,,5,1
of.515060,华夏中证全指房地产ETF,2019-11-28,,5,1
of.515070,华夏中证人工智能主题ETF,2019-12-09,,5,1
of.515080,招商中证红利ETF,2019-11-28,,5,1
of.515090,博时可持续发展100ETF,2020-01-19,,5,1
of.515100,景顺长城中证红利低波动100ETF,2020-05-22,,5,1
of.515110,易方达中证国企一带一路ETF,2019-11-06,,5,1
of.515120,广发中证创新药产业ETF,2020-12-03,,5,1
of.515130,博时沪深300ETF,2020-04-03,,5,1
of.515150,富国中证国企一带一路ETF,2019-11-06,,5,1
of.515160,招商MSCI中国A股国际通ETF,2020-02-03,,5,1
of.515170,华夏中证细分食品饮料产业主题ETF,2020-12-30,,5,1
of.515180,易方达中证红利ETF,2019-11-26,,5,1
of.515190,中银证券中证500ETF,2020-04-30,,5,1
of.515200,申万菱信中证研发创新100ETF,2019-10-25,,5,1
of.515210,国泰中证钢铁ETF,2020-01-22,,5,1
of.515220,国泰中证煤炭ETF,2020-01-20,,5,1
of.515230,国泰中证全指软件ETF,2021-02-03,,5,1
of.515250,富国中证智能汽车主题ETF,2020-12-24,,5,1
of.515260,华宝中证电子50ETF,2020-07-17,,5,1
of.515280,富国中证银行ETF,2020-04-01,,5,1
of.515290,天弘中证银行ETF,2020-12-11,,5,1
of.515300,嘉实沪深300红利低波动ETF,2019-08-08,,5,1
of.515310,添富沪深300ETF,2019-12-04,,5,1
of.515320,华安中证电子50ETF,2020-11-25,,5,1
of.515330,天弘沪深300ETF,2019-12-05,,5,1
of.515350,民生加银沪深300ETF,2019-12-24,,5,1
of.515360,方正富邦沪深300ETF,2019-09-24,,5,1
of.515380,泰康沪深300ETF,2019-12-27,,5,1
of.515390,华安沪深300ETF,2019-12-13,,5,1
of.515400,富国中证大数据产业ETF,2021-01-07,,5,1
of.515450,南方标普中国A股大盘红利低波50ETF,2020-01-17,,5,1
of.515500,海富通中证长三角领先ETF,2020-08-13,,5,1
of.515510,嘉实中证500成长估值ETF,2020-03-16,,5,1
of.515520,大成MSCI中国A股质优价值100ETF,2019-09-26,,5,1
of.515530,泰康中证500ETF,2020-09-18,,5,1
of.515550,国联中证500ETF,2019-11-15,,5,1
of.515560,建信中证全指证券公司ETF,2020-06-29,,5,1
of.515570,山西中证红利ETF,2020-01-17,,5,1
of.515580,华泰柏瑞中证科技100ETF,2019-09-27,,5,1
of.515590,前海开源中证500等权ETF,2019-11-14,,5,1
of.515600,广发中证央企创新驱动ETF,2019-09-20,,5,1
of.515610,中银中证800ETF,2020-07-16,,5,1
of.515630,鹏华中证800证保ETF,2020-02-28,,5,1
of.515650,富国中证消费50ETF,2019-10-14,,5,1
of.515660,国联安沪深300ETF,2019-11-25,,5,1
of.515670,中银中证100ETF,2020-04-17,,5,1
of.515680,嘉实央企创新驱动ETF,2019-09-20,,5,1
of.515690,鹏华中证高股息龙头ETF,2020-03-20,,5,1
of.515700,平安中证新能源汽车产业ETF,2019-12-31,,5,1
of.515710,华宝中证细分食品饮料产业主题ETF,2020-12-24,,5,1
of.515750,富国中证科技50策略ETF,2019-11-15,,5,1
of.515760,华夏中证浙江国资创新发展ETF,2020-09-17,,5,1
of.515770,摩根MSCI中国A股ETF,2020-05-13,,5,1
of.515780,浦银安盛MSCI中国A股ETF,2020-04-30,,5,1
of.515790,华泰柏瑞中证光伏产业ETF,2020-12-07,,5,1
of.515800,添富中证800ETF,2019-10-08,,5,1
of.515810,易方达中证800ETF,2019-10-08,,5,1
of.515820,富国中证800ETF,2020-05-13,,5,1
of.515830,工银瑞信中证800ETF,2020-06-01,,5,1
of.515850,富国中证全指证券公司ETF,2020-01-21,,5,1
of.515860,嘉实新兴科技100ETF,2019-09-26,,5,1
of.515870,嘉实先进制造100ETF,2019-12-05,,5,1
of.515880,国泰中证全指通信设备ETF,2019-08-16,,5,1
of.515890,博时中证红利ETF,2020-03-20,,5,1
of.515900,博时央企创新驱动ETF,2019-09-20,,5,1
of.515910,中金MSCI中国A股国际质量ETF,2021-01-21,,5,1
of.515920,博时智能消费主题ETF,2020-12-30,,5,1
of.515930,永赢沪深300ETF,2020-04-13,,5,1
of.515950,富国中证医药50ETF,2020-03-16,,5,1
of.515960,嘉实医药健康100ETF,2020-04-24,,5,1
of.515980,华富中证人工智能产业ETF,2019-12-24,,5,1
of.515990,添富中证国企一带一路ETF,2019-11-06,,5,1
of.516000,华夏中证大数据产业ETF,2021-02-09,,5,1
of.516010,国泰中证动漫游戏ETF,2021-02-25,,5,1
of.516020,华宝化工ETF,2021-02-26,,5,1
